year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2021-04,2021-09,Long-term migrant,Departures,Female,30-34 years,236,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,25-29 years,331,15,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,20-24 years,192,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,15-19 years,65,6,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,10-14 years,51,5,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,0-4 years,112,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4055,110,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,4,1,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,12,3,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,24,4,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,35,6,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,65,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,140,14,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,164,14,Provisional
